brand,product,url,imgsrc,name,categories,specific,hex,lightness,hue,sat,description,brand_prod_hex,lighttodark,id,rgb,L,A,B,L_s,A_s,B_s,brand_popularity,light_bucket,lab_vec,kmeans_cluster,hier_cluster,Cluster,text_features
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559924sw?$50px$,buff,color,Unknown,#e8be99,0.754901960784314,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#e8be99,True,277,"(232, 190, 153)",79.77547530500141,9.90767901380396,24.35136758714109,0.7819799235363333,-0.5956392978601659,0.011881534296713788,182,light,"(79.77547530500141, 9.90767901380396, 24.35136758714109)",0,7,0,color No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559969sw?$50px$,latte,drink,Unknown,#e5b487,0.713725490196078,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#e5b487,True,278,"(229, 180, 135)",76.71044953771855,11.949186224641196,29.729284739431037,0.5914118598795015,-0.22477819859823037,0.6755569694547315,182,light,"(76.71044953771855, 11.949186224641196, 29.729284739431037)",0,7,0,drink No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559961?$sm$,honey,food,Unknown,#fcfcfb,0.986274509803922,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#fcfcfb,True,279,"(252, 252, 251)",98.93908138361866,-0.17550153508111288,0.4688591807065823,1.9734776727777186,-2.4273543182947543,-2.9353996733649406,182,very_light,"(98.93908138361866, -0.17550153508111288, 0.4688591807065823)",2,5,2,food No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559939sw?$50px$,dusk,misc,Unknown,#ddbd99,0.733333333333333,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#ddbd99,True,280,"(221, 189, 153)",78.50177773532589,6.180680710239028,22.44527785982322,0.7027877411643553,-1.272687451533163,-0.22334427774266657,182,light,"(78.50177773532589, 6.180680710239028, 22.44527785982322)",3,3,3,misc No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559945sw?$50px$,golden,descriptor,Unknown,#ebbc91,0.745098039215686,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#ebbc91,True,281,"(235, 188, 145)",79.42853471178596,11.190266152163453,28.16808672653057,0.7604088823533313,-0.3626439532901364,0.48289338962655215,182,light,"(79.42853471178596, 11.190266152163453, 28.16808672653057)",0,7,0,descriptor No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559954sw?$50px$,praline,food,Unknown,#ad7135,0.443137254901961,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#ad7135,True,282,"(173, 113, 53)",52.898157998905845,18.0941849355562,42.01258709835572,-0.8891180391582802,0.8915249742710477,2.1914088889595957,182,mid,"(52.898157998905845, 18.0941849355562, 42.01258709835572)",4,0,4,food No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559955sw?$50px$,suntan,skin,Unknown,#deb48a,0.705882352941177,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#deb48a,True,283,"(222, 180, 138)",76.0747219368717,9.513648055947343,27.166100375305156,0.5518854783398168,-0.6672191352460989,0.3592407358498453,182,light,"(76.0747219368717, 9.513648055947343, 27.166100375305156)",0,7,0,skin No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559962sw?$50px$,maple,wood,Unknown,#da9e66,0.627450980392157,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#da9e66,True,284,"(218, 158, 102)",69.69737858680108,16.04892352162762,37.868052929964314,0.1553739754120269,0.5199818848217068,1.6799421928683012,182,light,"(69.69737858680108, 16.04892352162762, 37.868052929964314)",7,0,7,wood No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559958sw?$50px$,tawny,color,Unknown,#cea774,0.631372549019608,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#cea774,True,285,"(206, 167, 116)",70.88593386356878,7.609171699229367,31.739778814200935,0.22927243331749594,-1.0131871491827913,0.923667063413202,182,light,"(70.88593386356878, 7.609171699229367, 31.739778814200935)",0,7,0,color No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559982sw?$50px$,chai,drink,Unknown,#d3a77f,0.662745098039216,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#d3a77f,True,286,"(211, 167, 127)",71.5687753958268,10.836629704853495,26.842593787272605,0.2717281248734706,-0.426885706095247,0.3193175891168082,182,light,"(71.5687753958268, 10.836629704853495, 26.842593787272605)",0,7,0,drink No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559940sw?$50px$,nutmeg,food,Unknown,#a86738,0.43921568627451,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#a86738,True,287,"(168, 103, 56)",49.87286351054392,21.71960954289115,36.911120020497904,-1.0772158094259359,1.550121205540841,1.5618494727458423,182,mid,"(49.87286351054392, 21.71960954289115, 36.911120020497904)",4,4,4,food No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559950sw?$50px$,pecan,food,Unknown,#ad7348,0.480392156862745,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#ad7348,True,288,"(173, 115, 72)",53.61622601666669,18.288094203047113,32.87279336191147,-0.8444721398711456,0.9267506172259233,1.0634895823733477,182,mid,"(53.61622601666669, 18.288094203047113, 32.87279336191147)",7,4,7,food No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559977sw?$50px$,hazelnut,food,Unknown,#ae713e,0.462745098039216,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#ae713e,True,289,"(174, 113, 62)",53.12234654087338,19.097653509816126,37.68710230932658,-0.8751791102289239,1.0738155175271862,1.6576115249734409,182,mid,"(53.12234654087338, 19.097653509816126, 37.68710230932658)",4,0,4,food No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559938sw?$50px$,amber,"gem, color",Unknown,#b3763b,0.466666666666667,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#b3763b,True,290,"(179, 118, 59)",54.925812280813574,18.27160028427216,41.456135540524464,-0.7630485769066829,0.9237543246752313,2.122738580486962,182,mid,"(54.925812280813574, 18.27160028427216, 41.456135540524464)",4,0,4,"gem, color No description"
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559959sw?$50px$,truffle,food,Unknown,#8c5032,0.372549019607843,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#8c5032,True,291,"(140, 80, 50)",40.482241264584516,22.224701238942156,28.262159717364533,-1.6610780128199671,1.64187638555254,0.4945027044152266,182,mid,"(40.482241264584516, 22.224701238942156, 28.262159717364533)",6,4,6,food No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559956sw?$50px$,espresso,drink,Unknown,#865439,0.374509803921569,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#865439,True,292,"(134, 84, 57)",40.74384138045208,17.831743670614603,24.324490988834047,-1.6448130182266332,0.8438497784690118,0.008564759870503121,182,mid,"(40.74384138045208, 17.831743670614603, 24.324490988834047)",6,2,6,drink No description
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,https://images.ulta.com/is/image/Ulta/2559943sw?$50px$,ganache,food,Unknown,#8e6139,0.390196078431373,,,No description,Laura Mercier||Flawless Fusion Ultra-Longwear Foundation||#8e6139,True,293,"(142, 97, 57)",45.07655878261747,13.7836002658685,29.89461659530559,-1.375426191363224,0.10846226424200978,0.6959601642764115,182,mid,"(45.07655878261747, 13.7836002658685, 29.89461659530559)",6,4,6,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559988sw?$tn$,cameo,misc,Unknown,#eab48d,0.735294117647059,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#eab48d,True,294,"(234, 180, 141)",77.31690187478988,14.581682157372766,27.441264648659637,0.6291180510670219,0.25344217223015475,0.3931980772679283,182,light,"(77.31690187478988, 14.581682157372766, 27.441264648659637)",0,1,0,misc No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559971sw?$50px$,shell,gem,Unknown,#e9b684,0.715686274509804,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e9b684,True,295,"(233, 182, 132)",77.54780351267829,12.159647061987355,32.48940479019262,0.6434743669248795,-0.18654579017201925,1.0161765483557499,182,light,"(77.54780351267829, 12.159647061987355, 32.48940479019262)",0,0,0,gem No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559974sw?$50px$,crème,drink,Unknown,#e4b684,0.705882352941177,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e4b684,True,296,"(228, 182, 132)",77.05177834679658,10.167611428715361,31.745663336598607,0.612633988225247,-0.5484198608598343,0.924393257746878,182,light,"(77.05177834679658, 10.167611428715361, 31.745663336598607)",0,7,0,drink No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559953sw?$50px$,vanillé,food,Unknown,#ecc193,0.750980392156863,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#ecc193,True,297,"(236, 193, 147)",80.78403479153133,9.176452559404913,28.94622761409682,0.8446871380995307,-0.7284742176920799,0.5789218291777037,182,very_light,"(80.78403479153133, 9.176452559404913, 28.94622761409682)",0,7,0,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559972sw?$50px$,ivory,"gem, color",Unknown,#ebc294,0.750980392156863,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#ebc294,True,298,"(235, 194, 148)",80.95282055583124,8.375330608925092,28.630255171964226,0.855181397762472,-0.8740063841329556,0.5399284527287939,182,very_light,"(80.95282055583124, 8.375330608925092, 28.630255171964226)",0,7,0,"gem, color No description"
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559981sw?$50px$,ecru,color,Unknown,#e0b288,0.705882352941177,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e0b288,True,299,"(224, 178, 136)",75.7413136923867,11.141732990160191,27.819737234483142,0.5311558113213711,-0.3714605088798693,0.4399044416426269,182,light,"(75.7413136923867, 11.141732990160191, 27.819737234483142)",0,1,0,color No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559975sw?$50px$,cashew,food,Unknown,#dcb286,0.694117647058824,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#dcb286,True,300,"(220, 178, 134)",75.31391871158986,9.328194830960756,28.244978972575872,0.5045825163179478,-0.7009086497945145,0.4923824712559824,182,light,"(75.31391871158986, 9.328194830960756, 28.244978972575872)",0,7,0,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559951sw?$50px$,beige,color,Unknown,#e9c197,0.752941176470588,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e9c197,True,301,"(233, 193, 151)",80.57160514858711,8.47383651030481,26.505273487071833,0.8314793190490961,-0.8561117586937007,0.2776897263803851,182,very_light,"(80.57160514858711, 8.47383651030481, 26.505273487071833)",0,7,0,color No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559978sw?$50px$,bisque,food,Unknown,#dc9e6b,0.641176470588235,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#dc9e6b,True,302,"(220, 158, 107)",69.98863350193125,17.30690130254692,35.6513416816526,0.17348275798715512,0.7485066826780377,1.406383348304005,182,light,"(69.98863350193125, 17.30690130254692, 35.6513416816526)",7,0,7,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559964sw?$50px$,linen,textile,Unknown,#d99b67,0.627450980392157,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#d99b67,True,303,"(217, 155, 103)",68.87855570340633,17.341080773729256,36.29360864444857,0.10446363950813964,0.7547157404700378,1.4856439233464687,182,light,"(68.87855570340633, 17.341080773729256, 36.29360864444857)",7,0,7,textile No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559973sw?$50px$,macadamia,food,Unknown,#e0b686,0.701960784313725,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e0b686,True,304,"(224, 182, 134)",76.69492969206571,8.791665061653964,30.14855480299272,0.5904469130376565,-0.7983748840432133,0.727298049505499,182,light,"(76.69492969206571, 8.791665061653964, 30.14855480299272)",0,7,0,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559985sw?$50px$,butterscotch,food,Unknown,#dd9f65,0.631372549019608,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#dd9f65,True,305,"(221, 159, 101)",70.25321332179452,16.661184680537065,39.152111315178686,0.18993301576058802,0.6312055166674266,1.8384046576931041,182,light,"(70.25321332179452, 16.661184680537065, 39.152111315178686)",7,0,7,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559967sw?$50px$,dune,rock,Unknown,#e0a269,0.645098039215686,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e0a269,True,306,"(224, 162, 105)",71.35792179798433,16.620297563532837,38.51517197661556,0.25861829647175455,0.6237779449805155,1.75980155156118,182,light,"(71.35792179798433, 16.620297563532837, 38.51517197661556)",7,0,7,rock No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559976sw?$50px$,buff,color,Unknown,#d6a679,0.656862745098039,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#d6a679,True,307,"(214, 166, 121)",71.52166202871007,11.926403817140386,30.056573240522223,0.2687988499422033,-0.22891686078111753,0.715946832710884,182,light,"(71.52166202871007, 11.926403817140386, 30.056573240522223)",0,0,0,color No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559980sw?$50px$,latte,drink,Unknown,#e3b17e,0.692156862745098,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e3b17e,True,308,"(227, 177, 126)",75.62747534095043,11.796748889205954,33.02163676917416,0.5240779086052945,-0.25247003210632235,1.081857978592208,182,light,"(75.62747534095043, 11.796748889205954, 33.02163676917416)",0,0,0,drink No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559986sw?$50px$,honey,food,Unknown,#dca778,0.666666666666667,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#dca778,True,309,"(220, 167, 120)",72.36947561040098,13.710192196976333,31.815726555062508,0.3215116833315385,0.09512692210874334,0.9330395859973608,182,light,"(72.36947561040098, 13.710192196976333, 31.815726555062508)",7,0,7,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559987sw?$50px$,dusk,misc,Unknown,#e2b180,0.694117647058824,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#e2b180,True,310,"(226, 177, 128)",75.55922905630153,11.60228830950716,31.858971341679656,0.519834693929536,-0.2877958266797505,0.9383763180004245,182,light,"(75.55922905630153, 11.60228830950716, 31.858971341679656)",0,7,0,misc No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559990sw?$50px$,golden,descriptor,Unknown,#d79654,0.586274509803922,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#d79654,True,311,"(215, 150, 84)",67.20363383705579,17.710584690794008,44.033932553481236,0.00032532515724000846,0.8218399848208701,2.4408581248898815,182,light,"(67.20363383705579, 17.710584690794008, 44.033932553481236)",7,0,7,descriptor No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559970sw?$50px$,praline,food,Unknown,#c88c5b,0.570588235294118,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#c88c5b,True,312,"(200, 140, 91)",63.171298252037886,17.420971385310956,35.11270612727417,-0.250385253740312,0.7692287041640268,1.3399116686888832,182,light,"(63.171298252037886, 17.420971385310956, 35.11270612727417)",7,0,7,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559952sw?$50px$,suntan,skin,Unknown,#d5955d,0.6,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#d5955d,True,313,"(213, 149, 93)",66.84994042266524,18.095131403569443,38.929646437320486,-0.021665572873066766,0.8916969100672791,1.810950818141662,182,light,"(66.84994042266524, 18.095131403569443, 38.929646437320486)",7,0,7,skin No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559960sw?$50px$,maple,wood,Unknown,#d3935b,0.592156862745098,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#d3935b,True,314,"(211, 147, 91)",66.11598960242002,18.18891150139801,39.0248876388966,-0.06729898585330037,0.9087330439515827,1.822704298924475,182,light,"(66.11598960242002, 18.18891150139801, 39.0248876388966)",7,0,7,wood No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559949sw?$50px$,tawny,color,Unknown,#ca9b6b,0.605882352941176,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#ca9b6b,True,315,"(202, 155, 107)",67.32389588018476,11.539431838465287,31.85509235162398,0.007802621085756753,-0.29921436089925724,0.9378976214455552,182,light,"(67.32389588018476, 11.539431838465287, 31.85509235162398)",0,0,0,color No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559991sw?$50px$,chai,drink,Unknown,#d99c63,0.619607843137255,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#d99c63,True,316,"(217, 156, 99)",69.06290804616256,16.460163787229032,38.62299194122072,0.11592575162630267,0.594687972633742,1.773107346332968,182,light,"(69.06290804616256, 16.460163787229032, 38.62299194122072)",7,0,7,drink No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559984sw?$50px$,nutmeg,food,Unknown,#b16a3b,0.462745098039216,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#b16a3b,True,317,"(177, 106, 59)",51.80637728758245,24.091706377964428,37.85187300556962,-0.956999535723714,1.9810373615755075,1.6779454684749366,182,mid,"(51.80637728758245, 24.091706377964428, 37.85187300556962)",4,6,4,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559983sw?$50px$,pecan,food,Unknown,#c3834d,0.533333333333333,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#c3834d,True,318,"(195, 131, 77)",60.223804604967825,19.147195621861734,38.800572090872365,-0.4336457545030507,1.0828153594260825,1.7950220727517823,182,light,"(60.223804604967825, 19.147195621861734, 38.800572090872365)",4,0,4,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559993sw?$50px$,hazelnut,food,Unknown,#b2713c,0.466666666666667,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#b2713c,True,319,"(178, 113, 60)",53.60344851469186,20.69163399477114,39.41667569891166,-0.845266581417349,1.3633787146172702,1.8710538929879486,182,mid,"(53.60344851469186, 20.69163399477114, 39.41667569891166)",4,0,4,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559965sw?$50px$,amber,"gem, color",Unknown,#c38851,0.541176470588235,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#c38851,True,320,"(195, 136, 81)",61.48682358449463,16.699426150873663,38.21719668709612,-0.35511751377520095,0.6381524790152143,1.7230291591389677,182,light,"(61.48682358449463, 16.699426150873663, 38.21719668709612)",7,0,7,"gem, color No description"
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559979sw?$50px$,truffle,food,Unknown,#7e4e38,0.356862745098039,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#7e4e38,True,321,"(126, 78, 56)",38.14709117667391,17.736480954635812,21.404212483173303,-1.8062660354954503,0.8265443115184037,-0.3518195772518601,182,dark,"(38.14709117667391, 17.736480954635812, 21.404212483173303)",6,2,6,food No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559994sw?$50px$,espresso,drink,Unknown,#784a37,0.343137254901961,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#784a37,True,322,"(120, 74, 55)",36.30418820935081,17.355518289267764,19.476638823212376,-1.920848579544184,0.7573384659028939,-0.5896966682049953,182,dark,"(36.30418820935081, 17.355518289267764, 19.476638823212376)",6,2,6,drink No description
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559989sw?$50px$,ganache,food,Unknown,#995c2f,0.392156862745098,,,No description,Laura Mercier||Flawless Lumière Radiance-Perfecting Foundation||#995c2f,True,323,"(153, 92, 47)",45.12755558322362,20.845647169811354,35.77000957477547,-1.3722554638450595,1.391356815842203,1.4210278590648429,182,mid,"(45.12755558322362, 20.845647169811354, 35.77000957477547)",4,4,4,food No description
Nars,Natural Radiant Longwear Foundation,https://www.ulta.com/natural-radiant-longwear-foundation?productId=xlsImpprod17421227,https://images.ulta.com/is/image/Ulta/2523148sw?$tn$,oslo,location,Unknown,#fdd0b9,0.858823529411765,,,No description,Nars||Natural Radiant Longwear Foundation||#fdd0b9,True,324,"(253, 208, 185)",86.7507183935297,12.522503372761118,17.367352291051642,1.2156658595912588,-0.12062915290846506,-0.8499984946302396,117,very_light,"(86.7507183935297, 12.522503372761118, 17.367352291051642)",3,1,3,location No description
Nars,Natural Radiant Longwear Foundation,https://www.ulta.com/natural-radiant-longwear-foundation?productId=xlsImpprod17421227,https://images.ulta.com/is/image/Ulta/2545725sw?$50px$,siberia,location,Unknown,#f6dcb8,0.843137254901961,,,No description,Nars||Natural Radiant Longwear Foundation||#f6dcb8,True,325,"(246, 220, 184)",89.03644456277688,3.576923811262789,20.981826793982037,1.3577809487277948,-1.7456870768292032,-0.4039451489444564,117,very_light,"(89.03644456277688, 3.576923811262789, 20.981826793982037)",3,3,3,location No description
