brand,product,url,imgsrc,name,categories,specific,hex,lightness,hue,sat,description,brand_prod_hex,lighttodark,id,rgb,L,A,B,L_s,A_s,B_s,brand_popularity,light_bucket,lab_vec,kmeans_cluster,hier_cluster,Cluster,text_features
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528173sw?$tn$,shell,gem,1W1,#efcba4,0.790196078431373,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#efcba4,True,1,"(239, 203, 164)",83.83268029339297,7.138154009507347,24.18238436160618,1.034236758291114,-1.09875243019421,-0.008972267010644465,48,very_light,"(83.83268029339297, 7.138154009507347, 24.18238436160618)",3,3,3,gem No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529033sw?$50px$,linen,textile,1N1,#f3ceb0,0.82156862745098,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#f3ceb0,True,2,"(243, 206, 176)",85.16634109474008,8.636979306308135,19.761952805201123,1.11715715628602,-0.8264751665027549,-0.5544867763842521,48,very_light,"(85.16634109474008, 8.636979306308135, 19.761952805201123)",3,3,3,textile No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549910sw?$50px$,alabaster,gem,1C1,#f2cbb4,0.827450980392157,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#f2cbb4,True,3,"(242, 203, 180)",84.42506680834137,10.368952918534625,16.601646984054398,1.0710684065908322,-0.5118440771226879,-0.9444922899851594,48,very_light,"(84.42506680834137, 10.368952918534625, 16.601646984054398)",3,3,3,gem No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528170sw?$50px$,porcelain,misc,1N2,#f6c8a7,0.809803921568627,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#f6c8a7,True,4,"(246, 200, 167)",83.80597647661855,11.747580158091464,22.67054739615282,1.0325764477288777,-0.2614020454607871,-0.19554432223615031,48,very_light,"(83.80597647661855, 11.747580158091464, 22.67054739615282)",3,7,3,misc No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529037sw?$50px$,ivory,"gem, color",1C2,#f0c4ab,0.805882352941176,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#f0c4ab,True,5,"(240, 196, 171)",82.35044092151699,12.084645588315068,18.451451288383037,0.9420784834767624,-0.20017059091958186,-0.7162125225830648,48,very_light,"(82.35044092151699, 12.084645588315068, 18.451451288383037)",3,1,3,"gem, color No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528172sw?$50px$,sand,rock,1W2,#f2c79d,0.782352941176471,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#f2c79d,True,6,"(242, 199, 157)",82.99870081388532,9.524666165857287,26.771170031683056,0.9823840605957875,-0.6652175805460716,0.3105033603495744,48,very_light,"(82.99870081388532, 9.524666165857287, 26.771170031683056)",0,7,0,rock No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529036sw?$50px$,cashmere,textile,1N3,#dfb38a,0.707843137254902,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#dfb38a,True,7,"(223, 179, 138)",75.92480837547436,10.441254190126037,26.98214056202859,0.542564598425415,-0.49870979627465184,0.33653871094491977,48,light,"(75.92480837547436, 10.441254190126037, 26.98214056202859)",0,7,0,textile No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529034sw?$50px$,vanilla,food,2W1,#eec29c,0.772549019607843,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#eec29c,True,8,"(238, 194, 156)",81.38114213565065,10.483409002308374,25.040913644937323,0.8818123040862972,-0.49105193452323015,0.09697670534719129,48,very_light,"(81.38114213565065, 10.483409002308374, 25.040913644937323)",0,7,0,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549902sw?$50px$,bisque,food,2C1,#eab498,0.756862745098039,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#eab498,True,9,"(234, 180, 152)",77.52189434294053,15.855976145798978,21.838518999565927,0.6418634635645929,0.48493097952993924,-0.29822288580113665,48,light,"(77.52189434294053, 15.855976145798978, 21.838518999565927)",1,1,1,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549903sw?$50px$,cashew,food,2N1,#ddad8c,0.707843137254902,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#ddad8c,True,10,"(221, 173, 140)",74.28858710107932,13.091320712427468,23.66890101328545,0.4408324944725022,-0.017297544404667856,-0.072339975175886,48,light,"(74.28858710107932, 13.091320712427468, 23.66890101328545)",1,1,1,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549913sw?$50px$,teak,wood,2C2,#e5ae8f,0.729411764705882,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#e5ae8f,True,11,"(229, 174, 143)",75.3987298990195,16.043098145614277,23.695430617910883,0.5098556542919983,0.518923644448881,-0.06906602238045144,48,light,"(75.3987298990195, 16.043098145614277, 23.695430617910883)",1,1,1,wood No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549907sw?$50px$,desert,rock,2N2,#e0ae8c,0.713725490196078,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#e0ae8c,True,12,"(224, 174, 140)",74.83430465547507,13.735185759719881,24.459058971438274,0.47476249883162785,0.09966726372710237,0.025171461291176558,48,light,"(74.83430465547507, 13.735185759719881, 24.459058971438274)",1,1,1,rock No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528175sw?$50px$,buff,color,2W2,#e1b186,0.703921568627451,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#e1b186,True,13,"(225, 177, 134)",75.56012484584093,11.847956631271527,28.660771744898007,0.519890389669451,-0.24316761112424226,0.5436944274078078,48,light,"(75.56012484584093, 11.847956631271527, 28.660771744898007)",0,1,0,color No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529035sw?$50px$,buttercup,plant,3W1,#e2ad7f,0.692156862745098,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#e2ad7f,True,14,"(226, 173, 127)",74.56584160723415,13.629766769662599,31.085720175346275,0.4580708012241275,0.08051680355327157,0.8429513068352315,48,light,"(74.56584160723415, 13.629766769662599, 31.085720175346275)",0,0,0,plant No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549922sw?$50px$,camel,"color, animal",3N1,#d59c79,0.654901960784314,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#d59c79,True,15,"(213, 156, 121)",68.9720561093268,16.923592216533446,26.66897893478972,0.11027702988729679,0.6788745852544161,0.2978922101999145,48,light,"(68.9720561093268, 16.923592216533446, 26.66897893478972)",7,0,7,"color, animal No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528177sw?$50px$,noisette,food,3N2,#d49971,0.637254901960784,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#d49971,True,16,"(212, 153, 113)",68.00135917675846,17.317672362453408,29.709937417456246,0.04992392068614206,0.7504633581656047,0.6731693643713593,48,light,"(68.00135917675846, 17.317672362453408, 29.709937417456246)",7,0,7,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549915sw?$50px$,pebble,rock,3C1,#d8a284,0.682352941176471,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#d8a284,True,17,"(216, 162, 132)",70.94499289108387,16.098137241612022,23.38476516670369,0.23294443002145307,0.5289220708740984,-0.10740447622418582,48,light,"(70.94499289108387, 16.098137241612022, 23.38476516670369)",1,1,1,rock No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529029sw?$50px$,driftwood,wood,3W2,#dba679,0.666666666666667,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#dba679,True,18,"(219, 166, 121)",72.0376390111627,13.945308063469053,30.829796698516574,0.3008797334007005,0.13783817399095108,0.8113684244585885,48,light,"(72.0376390111627, 13.945308063469053, 30.829796698516574)",7,0,7,wood No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549916sw?$50px$,cassava,plant,3C2,#d29b7b,0.652941176470588,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#d29b7b,True,19,"(210, 155, 123)",68.44325752314077,16.480218942113712,24.815402169285463,0.07739896285451102,0.5983312009049517,0.06914689270817616,48,light,"(68.44325752314077, 16.480218942113712, 24.815402169285463)",1,1,1,plant No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549920sw?$50px$,khaki,textile,3N3,#ce9770,0.623529411764706,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#ce9770,True,20,"(206, 151, 112)",66.84475408799238,15.864169043668664,28.614825146848478,-0.02198803337784704,0.4864193049661479,0.5380242715480122,48,light,"(66.84475408799238, 15.864169043668664, 28.614825146848478)",7,0,7,textile No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528167sw?$50px$,olive,"color, food",3W3,#cc9a70,0.619607843137255,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#cc9a70,True,21,"(204, 154, 112)",67.36712316303466,13.414461372816211,29.258628881714376,0.01049027861796536,0.041404330314084595,0.6174744958251834,48,light,"(67.36712316303466, 13.414461372816211, 29.258628881714376)",7,0,7,"color, food No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549909sw?$50px$,hazel,"plant, color",4W1,#c38353,0.545098039215686,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#c38353,True,22,"(195, 131, 83)",60.303148249810576,19.60738642576676,35.71663455584504,-0.4287125611437783,1.1664138235904387,1.4144409801836504,48,light,"(60.303148249810576, 19.60738642576676, 35.71663455584504)",7,0,7,"plant, color No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528171sw?$50px$,fawn,"color, animal",4C1,#ad6d4b,0.486274509803922,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#ad6d4b,True,23,"(173, 109, 75)",52.20952567439139,21.902813361685702,29.467200369086953,-0.9319337733863678,1.5834020919694853,0.6432137864694449,48,mid,"(52.20952567439139, 21.902813361685702, 29.467200369086953)",6,4,6,"color, animal No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528168sw?$50px$,bamboo,wood,4W2,#aa6d46,0.470588235294118,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#aa6d46,True,24,"(170, 109, 70)",51.754624471129375,20.217379547886715,31.606931971672747,-0.960217268548516,1.2772254428738463,0.907272763626207,48,mid,"(51.754624471129375, 20.217379547886715, 31.606931971672747)",4,4,4,wood No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528166sw?$50px$,tan,"skin, color",4N1,#aa7555,0.5,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#aa7555,True,25,"(170, 117, 85)",53.9482708474421,17.048742376818748,25.975826209297804,-0.8238272431386048,0.7016094185040033,0.21235194922249667,48,mid,"(53.9482708474421, 17.048742376818748, 25.975826209297804)",6,4,6,"skin, color No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528169sw?$50px$,café,drink,4N2,#a56949,0.466666666666667,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#a56949,True,26,"(165, 105, 73)",50.19802718462843,20.592629985464516,27.84862703280906,-1.0569987488050205,1.3453936026725828,0.44346966009665534,48,mid,"(50.19802718462843, 20.592629985464516, 27.84862703280906)",6,4,6,drink No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549919sw?$50px$,sepia,color,4C2,#a36446,0.456862745098039,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#a36446,True,27,"(163, 100, 70)",48.69120298364625,22.309360602789152,27.601886478697146,-1.150685586063484,1.6572556428838119,0.4130200194673596,48,mid,"(48.69120298364625, 22.309360602789152, 27.601886478697146)",6,4,6,color No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528176sw?$50px$,amber,"gem, color",5W1,#a0633f,0.437254901960784,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#a0633f,True,28,"(160, 99, 63)",47.953043801264194,21.0232402667192,30.561129347228345,-1.196580654078446,1.4236184560612273,0.7782128521004231,48,mid,"(47.953043801264194, 21.0232402667192, 30.561129347228345)",6,4,6,"gem, color No description"
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528174sw?$50px$,maple,wood,5W2,#965837,0.401960784313726,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#965837,True,29,"(150, 88, 55)",43.85853604260185,22.355423619130065,29.796565969565812,-1.451156789628483,1.665623470724354,0.6838599794162461,48,mid,"(43.85853604260185, 22.355423619130065, 29.796565969565812)",6,4,6,wood No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549911sw?$50px$,terracotta,color,5N1,#865034,0.364705882352941,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#865034,True,30,"(134, 80, 52)",39.67217163015657,19.747584692217906,25.924123356665408,-1.7114441152220956,1.1918823024352267,0.20597142824234269,48,dark,"(39.67217163015657, 19.747584692217906, 25.924123356665408)",6,4,6,color No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549905sw?$50px$,cardamom,food,5W3,#79442c,0.323529411764706,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#79442c,True,31,"(121, 68, 44)",34.76577136874994,20.38566520179433,24.224588130197567,-2.016499690063319,1.3077962888972587,-0.0037640044636337846,48,dark,"(34.76577136874994, 20.38566520179433, 24.224588130197567)",6,4,6,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549914sw?$50px$,coconut,food,5W4,#754127,0.305882352941176,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#754127,True,32,"(117, 65, 39)",33.37089923550673,19.98923073273312,25.378886062142357,-2.1032259043478665,1.2357798286070856,0.13868504422787636,48,dark,"(33.37089923550673, 19.98923073273312, 25.378886062142357)",6,4,6,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529032sw?$50px$,walnut,wood,5C1,#6c3923,0.280392156862745,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#6c3923,True,33,"(108, 57, 35)",30.001198584152377,20.39380277977812,23.431087719330502,-2.312737137527819,1.309274564898626,-0.10168792474121273,48,dark,"(30.001198584152377, 20.39380277977812, 23.431087719330502)",6,2,6,wood No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549917sw?$50px$,mocha,drink,5N2,#74462c,0.313725490196078,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#74462c,True,34,"(116, 70, 44)",34.55090688031699,16.94432978646304,23.79913483784849,-2.0298588957007913,0.6826417813433079,-0.0562681414637645,48,dark,"(34.55090688031699, 16.94432978646304, 23.79913483784849)",6,2,6,drink No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549921sw?$50px$,clove,food,6W1,#7b472e,0.331372549019608,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#7b472e,True,35,"(123, 71, 46)",35.8210765943003,19.666243016089407,24.387870297400216,-1.9508860578561253,1.1771057377164313,0.016386243355936875,48,dark,"(35.8210765943003, 19.666243016089407, 24.387870297400216)",6,4,6,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549924sw?$50px$,truffle,food,6W2,#713e2a,0.303921568627451,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#713e2a,True,36,"(113, 62, 42)",32.087132591244796,20.208591674190423,21.877825942564357,-2.1830441317166698,1.2756290338668728,-0.29337211332538254,48,dark,"(32.087132591244796, 20.208591674190423, 21.877825942564357)",6,2,6,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528178sw?$50px$,sienna,rock,6N2,#663727,0.276470588235294,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#663727,True,37,"(102, 55, 39)",28.653562201471182,19.20628260527371,19.098293433078517,-2.396526467686932,1.0935491268621773,-0.6363873356746866,48,dark,"(28.653562201471182, 19.20628260527371, 19.098293433078517)",6,2,6,rock No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529030sw?$50px$,espresso,drink,6N1,#643927,0.272549019607843,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#643927,True,38,"(100, 57, 39)",28.85715978998752,17.078441149741664,19.290357834724723,-2.3838677818700247,0.7070045106763235,-0.6126851435933836,48,dark,"(28.85715978998752, 17.078441149741664, 19.290357834724723)",5,2,5,drink No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528179sw?$50px$,mahogany,wood,6C1,#5b332a,0.26078431372549,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#5b332a,True,39,"(91, 51, 42)",26.037942679101533,16.957169291337976,13.464109790667656,-2.5591526853721653,0.6849742114550512,-1.3316879836300037,48,dark,"(26.037942679101533, 16.957169291337976, 13.464109790667656)",5,2,5,wood No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549918sw?$50px$,tonka,location,6W3,#5b3429,0.258823529411765,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#5b3429,True,40,"(91, 52, 41)",26.275824739749368,16.227082138887933,14.430605922354921,-2.5443623615320683,0.5523462577170879,-1.2124150899404909,48,dark,"(26.275824739749368, 16.227082138887933, 14.430605922354921)",5,2,5,location No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528180sw?$50px$,cacao,food,6C2,#4f322c,0.241176470588235,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#4f322c,True,41,"(79, 50, 44)",24.08235135382806,12.29895896730443,9.207248964538506,-2.6807416312595067,-0.161238328081314,-1.8570166343299144,48,dark,"(24.08235135382806, 12.29895896730443, 9.207248964538506)",5,2,5,food No description
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529031sw?$50px$,chestnut,food,6C3,#472d29,0.219607843137255,,,No description,Becca Cosmetics||Ultimate Coverage 24 Hour Foundation||#472d29,True,42,"(71, 45, 41)",21.493350562819806,11.393108927838764,7.481739564929657,-2.841712828570461,-0.3257954453030217,-2.069957475407585,48,dark,"(21.493350562819806, 11.393108927838764, 7.481739564929657)",5,2,5,food No description
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,https://images.ulta.com/is/image/Ulta/2547818sw?$tn$,fair cool,descriptor,Shade 1,#eacfb7,0.817647058823529,,,No description,Benefit Cosmetics||Hello Happy Flawless Brightening Foundation SPF 15||#eacfb7,True,43,"(234, 207, 183)",84.76034773920715,5.730817398167442,15.381363686312932,1.0919145079378996,-1.3544098189815066,-1.0950844292299562,39,very_light,"(84.76034773920715, 5.730817398167442, 15.381363686312932)",3,3,3,descriptor No description
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,https://images.ulta.com/is/image/Ulta/2547823sw?$50px$,light warm,descriptor,Shade 2,#f7d3b3,0.835294117647059,,,No description,Benefit Cosmetics||Hello Happy Flawless Brightening Foundation SPF 15||#f7d3b3,True,44,"(247, 211, 179)",86.8097494597686,7.931551297795547,20.52054242294503,1.2193361178020792,-0.9546235292899947,-0.4608711106151787,39,very_light,"(86.8097494597686, 7.931551297795547, 20.52054242294503)",3,3,3,descriptor No description
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,https://images.ulta.com/is/image/Ulta/2547822sw?$50px$,light neutral warm,descriptor,Shade 3,#e9c7a4,0.77843137254902,,,No description,Benefit Cosmetics||Hello Happy Flawless Brightening Foundation SPF 15||#e9c7a4,True,45,"(233, 199, 164)",82.29935834156245,6.941543164899477,21.99242226498821,0.9389024226251886,-1.1344688428382725,-0.27923006501960396,39,very_light,"(82.29935834156245, 6.941543164899477, 21.99242226498821)",3,3,3,descriptor No description
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,https://images.ulta.com/is/image/Ulta/2547831sw?$50px$,medium neutral,descriptor,Shade 4,#d0b099,0.707843137254902,,,No description,Benefit Cosmetics||Hello Happy Flawless Brightening Foundation SPF 15||#d0b099,True,46,"(208, 176, 153)",74.03709818934206,8.099873504404108,16.08693830258332,0.42519616428157575,-0.9240460430868257,-1.0080112134794479,39,light,"(74.03709818934206, 8.099873504404108, 16.08693830258332)",3,3,3,descriptor No description
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,https://images.ulta.com/is/image/Ulta/2547830sw?$50px$,shade   medium neutral warm,descriptor,5,#dcb590,0.713725490196078,,,No description,Benefit Cosmetics||Hello Happy Flawless Brightening Foundation SPF 15||#dcb590,True,47,"(220, 181, 144)",76.23999231451131,8.907621430210233,24.152892373868884,0.5621611687378573,-0.7773101990492456,-0.012611800168363286,39,light,"(76.23999231451131, 8.907621430210233, 24.152892373868884)",0,7,0,descriptor No description
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,https://images.ulta.com/is/image/Ulta/2547829sw?$50px$,medium warm,descriptor,Shade 6,#d5a575,0.647058823529412,,,No description,Benefit Cosmetics||Hello Happy Flawless Brightening Foundation SPF 15||#d5a575,True,48,"(213, 165, 117)",71.10651740369654,11.64301902554621,31.630169164829258,0.24298722115563598,-0.2803966668610727,0.9101404080772622,39,light,"(71.10651740369654, 11.64301902554621, 31.630169164829258)",0,0,0,descriptor No description
